VIN,Model Year,Make,Model,Fuel Type (Primary),Body Class,Gross Vehicle Wt,MPG (City),MPG (Highway),MPG (Combined),MPG Source,MPG Estimated,CO2 (Primary),CO2 (Alt),Alt Range,Odometer,Annual Mileage,Asset ID,Department,Location,Assumed Vehicle (Text),Assumed Vehicle (ID),Match Confidence,Data Quality,Processing Status,Processing Error,Commercial Category,GVWR (pounds),Engine Horsepower,Engine Configuration,Fuel Type (Secondary),Vehicle Class,Series,Trim Level,Diesel Engine,Commercial Vehicle,Commercial Summary,ACF Compliance,ACF Detail,ACF Mandate Status,Proposed EV Year,EV Year Reason,Fuel Type Mismatch,atvType,barrels08,barrelsA08,battery,c240Dscr,c240bDscr,charge120,charge240,charge240b,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityMpk,cityUF,cityUmpk,co2,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combMpk,combUmpk,combinedCD,combinedUF,createdOn,cylDeact,cylDeactYesNo,cylinders,displ,drive,emissionsList,engId,eng_dscr,evMotor,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,Fuel Type (Secondary),ghgScore,ghgScoreA,guzzler,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayMpk,highwayUF,highwayUmpk,hlv,hpv,id,lv2,lv4,make,mfrCode,model,modifiedOn,mpgData,mpgRevised,phevBlended,phevCity,phevComb,phevHwy,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,startStop,trans_dscr,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,baseModel,sCharger,tCharger
1C6SRFFT9MN456789,2021,RAM,1500,Gasoline,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",17,23,19,FuelEconomy.gov,No,467.0,,,"67,800","13,200",WS-007,Water & Sewer,Water Treatment Plant,"Auto 8-spd, 8 cyl, 5.7 L, Mild Hybrid; eTorque",43008,100%,94%,Success,,Light Duty,"8,000",395,V-Shaped,,TRUCK,DT,"Big Horn, Lonestar",No,Yes,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,Hybrid,15.65842105263158,0.0,-1,None,None,0.0,0.0,0.0,17,16.7042,0,0.0,0.0,0.0,0,0.0,0.0,467,0.0,467.0,19,19.0135,0,0.0,0.0,0,0.0,0.0,0.0,2020-08-28T00:00:00-04:00,Y,Yes,8,5.7,Rear-Wheel Drive,None,521,Mild Hybrid; eTorque,48V Li-Ion,3,2750,0,Midgrade,Midgrade Gasoline,None,3,-1,None,23,22.8793,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43008,0,0,Ram,CRX,1500 2WD,2021-08-17T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic 8-spd,20.8,0.0,31.9499,0.0,Standard Pickup Trucks 2WD,2021,-6000,1500,None,None
2FMPK4J94MBA34567,2021,FORD,Edge,Gasoline,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",20,28,23,FuelEconomy.gov,No,383.0,,,"45,200","11,000",WS-008,Water & Sewer,Water Treatment Plant,"Auto (S8), 4 cyl, 2.0 L, Turbo",43715,100%,96%,Success,,Light Duty,"6,000",,In-Line,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,SEL,No,No,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,12.935217391304349,0.0,-1,None,None,0.0,0.0,0.0,20,20.3652,0,0.0,0.0,0.0,0,0.0,0.0,383,0.0,383.0,23,23.2447,0,0.0,0.0,0,0.0,0.0,0.0,2021-02-02T00:00:00-05:00,N,No,4,2.0,All-Wheel Drive,None,45,SIDI,None,5,1900,0,Regular,Regular Gasoline,None,5,-1,None,28,28.1008,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43715,0,0,Ford,FMX,Edge AWD,2021-08-24T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S8),25.7729,0.0,39.9597,0.0,Small Sport Utility Vehicle 4WD,2021,-1750,Edge,None,T
1FAHP3F26CL345678,2012,FORD,Focus,Gasoline,Sedan/Saloon,"Class 1: 6,000 lb or less (2,722 kg or less)",27,36,30,FuelEconomy.gov,No,296.2,,,"52,300","12,800",FS-001,Fleet Services,Fleet Maintenance,"Auto (AM-S6), 4 cyl, 2.0 L",31183,100%,94%,Success,,Light Duty,"6,000",160,In-Line,Flexible Fuel Vehicle (FFV),PASSENGER CAR,,SE,No,No,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,9.917,0.0,-1,None,None,0.0,0.0,0.0,27,26.887,0,0.0,0.0,0.0,0,0.0,0.0,-1,0.0,296.23333333333335,30,30.2573,0,0.0,0.0,0,0.0,0.0,0.0,2013-01-01T00:00:00-05:00,None,No,4,2.0,Front-Wheel Drive,None,6,SIDI; Select shift transmission,None,-1,1450,0,Regular,Regular Gasoline,None,-1,-1,None,36,35.7317,0,0.0,0.0,0.0,0,0.0,0.0,23,90,31183,0,13,Ford,FMX,Focus FWD,2017-04-05T00:00:00-04:00,Y,true,false,0,0,0,0,90,0,0.0,0.0,0.0,0.0,None,None,Automatic (AM-S6),35.0466,0.0,52.2073,0.0,Compact Cars,2012,500,Focus,None,None
1FAHP3F20CL456789,2012,FORD,Focus,Gasoline,Sedan/Saloon,"Class 1: 6,000 lb or less (2,722 kg or less)",27,36,30,FuelEconomy.gov,No,296.2,,,"48,700","12,200",FS-002,Fleet Services,Fleet Maintenance,"Auto (AM-S6), 4 cyl, 2.0 L",31183,100%,94%,Success,,Light Duty,"6,000",160,In-Line,Flexible Fuel Vehicle (FFV),PASSENGER CAR,,SE,No,No,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,9.917,0.0,-1,None,None,0.0,0.0,0.0,27,26.887,0,0.0,0.0,0.0,0,0.0,0.0,-1,0.0,296.23333333333335,30,30.2573,0,0.0,0.0,0,0.0,0.0,0.0,2013-01-01T00:00:00-05:00,None,No,4,2.0,Front-Wheel Drive,None,6,SIDI; Select shift transmission,None,-1,1450,0,Regular,Regular Gasoline,None,-1,-1,None,36,35.7317,0,0.0,0.0,0.0,0,0.0,0.0,23,90,31183,0,13,Ford,FMX,Focus FWD,2017-04-05T00:00:00-04:00,Y,true,false,0,0,0,0,90,0,0.0,0.0,0.0,0.0,None,None,Automatic (AM-S6),35.0466,0.0,52.2073,0.0,Compact Cars,2012,500,Focus,None,None
1FMCU9G62NUA67890,2022,FORD,Escape,Gasoline,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",26,31,28,FuelEconomy.gov,No,318.0,,,"31,500","10,200",FS-003,Fleet Services,Fleet Maintenance,"Auto 8-spd, 3 cyl, 1.5 L, Turbo",44814,100%,98%,Success,,Light Duty,"5,000",181,In-Line,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,SE,No,No,"Light Duty | GVWR: 5,000 lb",Exempt — Light-Duty,"GVWR 5,000 lbs; not subject to ACF",,,,,None,10.625357142857142,0.0,-1,None,None,0.0,0.0,0.0,26,26.2388,0,0.0,0.0,0.0,0,0.0,0.0,318,0.0,318.0,28,28.0,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,Y,Yes,3,1.5,All-Wheel Drive,None,40,SIDI,None,6,1550,0,Regular,Regular Gasoline,None,6,-1,None,31,31.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44814,0,0,Ford,FMX,Escape AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic 8-spd,34.1,0.0,48.3,0.0,Small Sport Utility Vehicle 4WD,2022,0,Escape,None,T
1FMCU9G63NUA78901,2022,FORD,Escape,Gasoline,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",26,31,28,FuelEconomy.gov,No,318.0,,,"25,800","9,800",FS-004,Fleet Services,Fleet Maintenance,"Auto 8-spd, 3 cyl, 1.5 L, Turbo",44814,100%,98%,Success,,Light Duty,"5,000",181,In-Line,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,SE,No,No,"Light Duty | GVWR: 5,000 lb",Exempt — Light-Duty,"GVWR 5,000 lbs; not subject to ACF",,,,,None,10.625357142857142,0.0,-1,None,None,0.0,0.0,0.0,26,26.2388,0,0.0,0.0,0.0,0,0.0,0.0,318,0.0,318.0,28,28.0,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,Y,Yes,3,1.5,All-Wheel Drive,None,40,SIDI,None,6,1550,0,Regular,Regular Gasoline,None,6,-1,None,31,31.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44814,0,0,Ford,FMX,Escape AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic 8-spd,34.1,0.0,48.3,0.0,Small Sport Utility Vehicle 4WD,2022,0,Escape,None,T
1FTEW1EP5KKE45678,2019,FORD,F-150,Gasoline,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,26,22,FuelEconomy.gov,No,403.0,,,"42,100","11,500",FS-005,Fleet Services,Fleet Maintenance,"Auto (S10), 6 cyl, 2.7 L, Turbo",41015,100%,94%,Success,,Light Duty,"7,000",325,V-Shaped,,TRUCK,,,No,Yes,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.6239,0,0.0,0.0,0.0,0,0.0,0.0,403,0.0,403.0,22,22.2709,0,0.0,0.0,0,0.0,0.0,0.0,2018-11-09T00:00:00-05:00,N,No,6,2.7,Rear-Wheel Drive,None,99,SIDI & PFI,None,4,2000,0,Regular,Regular Gasoline,None,4,-1,None,26,26.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41015,0,0,Ford,FMX,F150 Pickup 2WD,2018-12-18T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),24.7529,0.0,37.7318,0.0,Standard Pickup Trucks 2WD,2019,-2250,F150,None,T
1FM5K8D83LGA34567,2020,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,27,23,FuelEconomy.gov,No,386.0,,,"125,400","42,000",TR-001,Transit,Transit Depot,"Auto (S10), 4 cyl, 2.3 L, Turbo",41487,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,XLT,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,12.935217391304349,0.0,-1,None,None,0.0,0.0,0.0,20,20.2399,0,0.0,0.0,0.0,0,0.0,0.0,386,0.0,386.0,23,23.2015,0,0.0,0.0,0,0.0,0.0,0.0,2019-06-04T00:00:00-04:00,N,No,4,2.3,Part-time 4-Wheel Drive,None,3,SIDI,None,5,1900,0,Regular,Regular Gasoline,None,5,-1,None,27,27.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41487,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),25.6,0.0,40.2,0.0,Standard Sport Utility Vehicle 4WD,2020,-1750,Explorer,None,T
1FM5K8D81LGA45678,2020,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,27,23,FuelEconomy.gov,No,386.0,,,"118,700","39,500",TR-002,Transit,Transit Depot,"Auto (S10), 4 cyl, 2.3 L, Turbo",41487,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,XLT,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,12.935217391304349,0.0,-1,None,None,0.0,0.0,0.0,20,20.2399,0,0.0,0.0,0.0,0,0.0,0.0,386,0.0,386.0,23,23.2015,0,0.0,0.0,0,0.0,0.0,0.0,2019-06-04T00:00:00-04:00,N,No,4,2.3,Part-time 4-Wheel Drive,None,3,SIDI,None,5,1900,0,Regular,Regular Gasoline,None,5,-1,None,27,27.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41487,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),25.6,0.0,40.2,0.0,Standard Sport Utility Vehicle 4WD,2020,-1750,Explorer,None,T
2FMDK3JCXNBA45678,N/A,Invalid VIN,Failed validation,,,,,,,,,,,,"28,900","10,800",ADM-003,Administration,City Hall,,,,0%,Failed,API Error: Incomplete vehicle data returned,,,,,,,,,No,No,Passenger Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C6UR5CL1FG123456,2015,RAM,2500,Diesel,Pickup,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",13,18,16,EPA Class Estimate,Yes,,,,"88,700","15,400",PW-011,Public Works,Public Works Yard,,,20%,82%,Success,,Medium Duty,"10,000",,,,TRUCK,,ST,Yes,Yes,"Medium Duty | Diesel | GVWR: 10,000 lb",Subject to ACF,"GVWR 10,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C6UR5CL6FG234567,2015,RAM,2500,Diesel,Pickup,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",13,18,16,EPA Class Estimate,Yes,,,,"76,500","14,100",PW-012,Public Works,Public Works Yard,,,,80%,Success,,Medium Duty,"10,000",,,,TRUCK,,ST,Yes,Yes,"Medium Duty | Diesel | GVWR: 10,000 lb",Subject to ACF,"GVWR 10,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3HSDJAPR0NN123456,2022,INTERNATIONAL,LF687,Diesel,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",5.5,7.5,6.5,EPA Class Estimate,Yes,,,,"312,500","55,000",TR-005,Transit,Transit Depot,,,,78%,Success,,Extra Heavy Duty,"33,001",,,,TRUCK,ProStar+,,Yes,Yes,"Extra Heavy Duty | Diesel | GVWR: 33,001 lb",Subject to ACF,"GVWR 33,001 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FVACWDTXKHKJ1234,2019,FREIGHTLINER,M2,Diesel,Truck,"Class 6: 19,501 - 26,000 lb (8,845 - 11,794 kg)",8.5,11.5,10,EPA Class Estimate,Yes,,,,"245,600","52,000",TR-003,Transit,Transit Depot,,,,82%,Success,,Heavy Duty,"26,000",,In-Line,,INCOMPLETE VEHICLE,106 Medium Duty,,Yes,Yes,"Heavy Duty | Diesel | GVWR: 26,000 lb",Subject to ACF,"GVWR 26,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FVACWDT2KHKJ2345,2019,FREIGHTLINER,M2,Diesel,Truck,"Class 6: 19,501 - 26,000 lb (8,845 - 11,794 kg)",8.5,11.5,10,EPA Class Estimate,Yes,,,,"198,300","48,000",TR-004,Transit,Transit Depot,,,,82%,Success,,Heavy Duty,"26,000",,In-Line,,INCOMPLETE VEHICLE,106 Medium Duty,,Yes,Yes,"Heavy Duty | Diesel | GVWR: 26,000 lb",Subject to ACF,"GVWR 26,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDFE4FS7MDA12345,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"156,800","45,000",TR-006,Transit,Transit Depot,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDFE4FS5MDA23456,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"142,300","43,500",TR-007,Transit,Transit Depot,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FM5K7F84NGA12345,2022,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",18,24,20,FuelEconomy.gov,No,444.0,,,"35,600","22,500",PD-001,Police,Police HQ,"Auto (S10), 6 cyl, 3.0 L, Turbo, SIDI",44823,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,14.8755,0.0,-1,None,None,0.0,0.0,0.0,18,17.5986,0,0.0,0.0,0.0,0,0.0,0.0,444,0.0,444.0,20,20.2708,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,N,No,6,3.0,Part-time 4-Wheel Drive,None,28,SIDI,None,4,2200,0,Regular,Regular Gasoline,None,4,-1,None,24,24.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44823,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),22.0,0.0,35.0,0.0,Standard Sport Utility Vehicle 4WD,2022,-3250,Explorer,None,T
1FM5K7F82NGA23456,2022,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",18,24,20,FuelEconomy.gov,No,444.0,,,"42,300","24,800",PD-002,Police,Police HQ,"Auto (S10), 6 cyl, 3.0 L, Turbo, SIDI",44823,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,14.8755,0.0,-1,None,None,0.0,0.0,0.0,18,17.5986,0,0.0,0.0,0.0,0,0.0,0.0,444,0.0,444.0,20,20.2708,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,N,No,6,3.0,Part-time 4-Wheel Drive,None,28,SIDI,None,4,2200,0,Regular,Regular Gasoline,None,4,-1,None,24,24.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44823,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),22.0,0.0,35.0,0.0,Standard Sport Utility Vehicle 4WD,2022,-3250,Explorer,None,T
1FM5K7F80NGA34567,2022,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",18,24,20,FuelEconomy.gov,No,444.0,,,"38,900","23,200",PD-003,Police,Police HQ,"Auto (S10), 6 cyl, 3.0 L, Turbo, SIDI",44823,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,14.8755,0.0,-1,None,None,0.0,0.0,0.0,18,17.5986,0,0.0,0.0,0.0,0,0.0,0.0,444,0.0,444.0,20,20.2708,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,N,No,6,3.0,Part-time 4-Wheel Drive,None,28,SIDI,None,4,2200,0,Regular,Regular Gasoline,None,4,-1,None,24,24.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44823,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),22.0,0.0,35.0,0.0,Standard Sport Utility Vehicle 4WD,2022,-3250,Explorer,None,T
1FM5K7F89NGA45678,2022,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",18,24,20,FuelEconomy.gov,No,444.0,,,"51,200","25,600",PD-004,Police,Police HQ,"Auto (S10), 6 cyl, 3.0 L, Turbo, SIDI",44823,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,14.8755,0.0,-1,None,None,0.0,0.0,0.0,18,17.5986,0,0.0,0.0,0.0,0,0.0,0.0,444,0.0,444.0,20,20.2708,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,N,No,6,3.0,Part-time 4-Wheel Drive,None,28,SIDI,None,4,2200,0,Regular,Regular Gasoline,None,4,-1,None,24,24.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44823,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),22.0,0.0,35.0,0.0,Standard Sport Utility Vehicle 4WD,2022,-3250,Explorer,None,T
1FM5K7F87NGA56789,2022,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",18,24,20,FuelEconomy.gov,No,444.0,,,"48,700","24,100",PD-005,Police,Police HQ,"Auto (S10), 6 cyl, 3.0 L, Turbo, SIDI",44823,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,14.8755,0.0,-1,None,None,0.0,0.0,0.0,18,17.5986,0,0.0,0.0,0.0,0,0.0,0.0,444,0.0,444.0,20,20.2708,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,N,No,6,3.0,Part-time 4-Wheel Drive,None,28,SIDI,None,4,2200,0,Regular,Regular Gasoline,None,4,-1,None,24,24.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44823,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),22.0,0.0,35.0,0.0,Standard Sport Utility Vehicle 4WD,2022,-3250,Explorer,None,T
1FM5K7F87NGA67890,2022,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",18,24,20,FuelEconomy.gov,No,444.0,,,"55,400","26,800",PD-006,Police,Police Station 1,"Auto (S10), 6 cyl, 3.0 L, Turbo, SIDI",44823,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,14.8755,0.0,-1,None,None,0.0,0.0,0.0,18,17.5986,0,0.0,0.0,0.0,0,0.0,0.0,444,0.0,444.0,20,20.2708,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,N,No,6,3.0,Part-time 4-Wheel Drive,None,28,SIDI,None,4,2200,0,Regular,Regular Gasoline,None,4,-1,None,24,24.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44823,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),22.0,0.0,35.0,0.0,Standard Sport Utility Vehicle 4WD,2022,-3250,Explorer,None,T
1FM5K7F88NGA78901,2022,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",18,24,20,FuelEconomy.gov,No,444.0,,,"62,100","27,500",PD-007,Police,Police Station 1,"Auto (S10), 6 cyl, 3.0 L, Turbo, SIDI",44823,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,14.8755,0.0,-1,None,None,0.0,0.0,0.0,18,17.5986,0,0.0,0.0,0.0,0,0.0,0.0,444,0.0,444.0,20,20.2708,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,N,No,6,3.0,Part-time 4-Wheel Drive,None,28,SIDI,None,4,2200,0,Regular,Regular Gasoline,None,4,-1,None,24,24.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44823,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),22.0,0.0,35.0,0.0,Standard Sport Utility Vehicle 4WD,2022,-3250,Explorer,None,T
